,Name,Politician Id,Party,Chamber,State,Asset Type,Issuer,Ticker,Issuer Country,Type,Date,Trade Size,Trade Price,Trade Value
194,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-09,8001.0,1.0,8000
195,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-01,8001.0,1.0,8000
196,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-04-24,,,8000
197,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-04-02,,,8000
198,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-26,8001.0,1.0,8000
199,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-23,20.0,407.57,8000
200,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-22,21.0,400.96,8000
201,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-12,20.0,421.9,8000
202,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-04-30,,,8000
203,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-04-23,,,8000
204,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-25,51.0,161.26,8000
205,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-29,48.0,167.9,8000
206,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-02,20.0,421.44,8000
207,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-04-02,14.0,614.21,8000
208,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF SOUTH CAROLINA	,,,Sell,2024-04-09,,,8000
209,Michael McCaul,M001157,Republican,House,TX,Stock,EPAM Systems Inc,EPAM,us,Sell,2024-04-30,35.0,235.26,8000
210,Michael McCaul,M001157,Republican,House,TX,Stock,Chipotle Mexican Grill Inc,CMG,us,Sell,2024-04-12,4.0,2957.6,8000
211,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-24,51.0,159.19,8000
212,Michael McCaul,M001157,Republican,House,TX,Stock,AUTODESK Inc,ADSK,us,Sell,2024-04-12,138.0,236.98,32500
213,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-12,478.0,68.07,32500
214,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-18,213.0,152.94,32500
215,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-04-12,53.0,622.83,32500
216,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-09,211.0,154.49,32500
217,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-04-08,576.0,56.436,32500
218,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-15,212.0,153.7,32500
219,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-18,32501.0,1.0,32500
220,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-11,32501.0,1.0,32500
221,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,,,32500
222,Michael McCaul,M001157,Republican,House,TX,Stock,Accenture PLC,ACN,ie,Sell,2024-04-30,109.0,300.91,32500
223,Michael McCaul,M001157,Republican,House,TX,Stock,ITT Inc,ITT,us,Sell,2024-04-24,250.0,130.48,32500
224,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-16,32501.0,1.0,32500
225,Michael McCaul,M001157,Republican,House,TX,Stock,FirstCash Holdings Inc,FCFS,us,Sell,2024-04-26,282.0,115.71,32500
226,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-29,75001.0,1.0,75000
227,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-10,75001.0,1.0,75000
228,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-24,1029.0,72.91,75000
229,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-23,1088.0,68.99,75000
230,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-19,75001.0,1.0,75000
231,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-22,75001.0,1.0,75000
232,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS DEVELOPMENT FINANCE AUTHORITY,,,Sell,2024-04-01,,,75000
233,Michael McCaul,M001157,Republican,House,TX,Municipal-security,MAINE STATE HOUSING AUTHORITY,,,Sell,2024-04-30,,,75000
234,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-30,75001.0,1.0,75000
235,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CONNECTICUT HOUSING FINANCE AUTHORITY,,,Sell,2024-04-05,,,75000
236,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,,,175000
237,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF MASSACHUSETTS,,,Sell,2024-04-19,,,175000
238,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ILLINOIS STATE TOLL HIGHWAY AUTHORITY,,,Sell,2024-04-02,,,175000
239,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,,,175000
240,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-04-29,,,8000
241,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,MAYS ALLOCATE LP,,,Buy,2024-04-19,,,8000
242,Michael McCaul,M001157,Republican,House,TX,Venture-capital,UBIQUITY VENTURES III,,,Buy,2024-04-18,,,8000
243,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-04-10,,,8000
244,Michael McCaul,M001157,Republican,House,TX,Stock,The Kraft Heinz Co,KHC,us,Buy,2024-04-03,870.0,37.37,32500
245,Michael McCaul,M001157,Republican,House,TX,Stock,The Kraft Heinz Co,KHC,us,Buy,2024-04-22,853.0,38.15,32500
246,Michael McCaul,M001157,Republican,House,TX,Stock,Ally Financial Inc,ALLY,us,Sell,2024-04-03,206.0,39.04,8000
247,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Sell,2024-04-03,141.0,57.13,8000
248,Michael McCaul,M001157,Republican,House,TX,Stock,Tapestry Inc,TPR,us,Sell,2024-04-03,720.0,45.17,32500
249,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Sell,2024-04-22,533.0,61.1,32500
250,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-26,,,750000
251,Michael McCaul,M001157,Republican,House,TX,Etf,Invesco QQQ Trust Series 1,QQQ,us,Sell,2024-04-10,19.0,438.37,8000
252,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard S&P 500 ETF,VOO,us,Sell,2024-04-10,18.0,472.65,8000
253,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,295.0,254.97,75000
254,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,295.0,254.97,75000
255,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,2943.0,254.97,750000
256,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD LONG TERM TAX EXEMPT FUND,VWLUX,,Buy,2024-04-01,,,8000
257,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Buy,2024-04-01,348.0,23.03,8000
258,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,ALLOCATE PREMIER ACCESS FUND LP,,,Buy,2024-04-25,,,32500
259,Marjorie Taylor Greene,G000596,Republican,House,GA,Stock,Advanced Micro Devices Inc,AMD,us,Buy,2024-05-21,50.0,164.66,8000
260,Marjorie Taylor Greene,G000596,Republican,House,GA,Stock,Apple Inc,AAPL,us,Buy,2024-05-21,42.0,192.35,8000
261,Marjorie Taylor Greene,G000596,Republican,House,GA,Stock,Caterpillar Inc,CAT,us,Buy,2024-05-21,23.0,359.07,8000
262,Marjorie Taylor Greene,G000596,Republican,House,GA,Stock,Schwab (Charles) Corp,SCHW,us,Buy,2024-05-21,102.0,78.9,8000
263,Marjorie Taylor Greene,G000596,Republican,House,GA,Stock,Kinder Morgan Inc,KMI,us,Buy,2024-05-21,406.0,19.74,8000
264,Marjorie Taylor Greene,G000596,Republican,House,GA,Stock,The Southern Co,SO,us,Buy,2024-05-21,101.0,79.78,8000
265,Marjorie Taylor Greene,G000596,Republican,House,GA,Municipal-security,US TREASURY BILLS,,,Buy,2024-05-20,,,175000
266,Marjorie Taylor Greene,G000596,Republican,House,GA,Municipal-security,US TREASURY BILLS,,,Buy,2024-05-20,,,175000
267,Marjorie Taylor Greene,G000596,Republican,House,GA,Municipal-security,US TREASURY BILLS,,,Buy,2024-05-20,,,175000
268,Sheldon Whitehouse,W000802,Democrat,Senate,RI,Corporate-bond,JPMorgan Chase & Co,JPM,us,Sell,2024-04-30,,,8000
269,Sheldon Whitehouse,W000802,Democrat,Senate,RI,Stock,RTX Corp,RTX,us,Sell,2024-04-09,321.0,101.6,32500
270,Sheldon Whitehouse,W000802,Democrat,Senate,RI,Stock,Danaher Corp,DHR,us,Sell,2024-04-09,131.0,249.8,32500
271,Sheldon Whitehouse,W000802,Democrat,Senate,RI,Stock,Unilever PLC,UL,gb,Sell,2024-04-09,166.0,48.4,8000
272,Sheldon Whitehouse,W000802,Democrat,Senate,RI,Stock,Ingersoll Rand Inc,IR,us,Sell,2024-04-09,86.0,93.5,8000
273,Sheldon Whitehouse,W000802,Democrat,Senate,RI,Stock,Novartis AG,NVS,ch,Sell,2024-04-09,84.0,95.81,8000
274,Charles Fleischmann,F000459,Republican,House,TN,Etf,FRANKLIN FTSE JAPAN ETF,FLJP,us,Buy,2024-04-25,277.0,29.0,8000
275,Charles Fleischmann,F000459,Republican,House,TN,Etf,INVESCO S&P MDCP QUALITY ETF,XMHQ,us,Sell,2024-04-25,77.0,104.25,8000
276,Charles Fleischmann,F000459,Republican,House,TN,Etf,iShares 1-3 Year Treasury Bond ETF,SHY,us,Sell,2024-04-25,99.0,81.19,8000
277,Charles Fleischmann,F000459,Republican,House,TN,Etf,iShares 1-5 Year Investment Grade Corp Bond ETF,IGSB,us,Buy,2024-04-25,158.0,50.75,8000
278,Charles Fleischmann,F000459,Republican,House,TN,Etf,ISHARES BB RAT CORP BOND ETF,HYBB,us,Buy,2024-04-25,177.0,45.49,8000
279,Charles Fleischmann,F000459,Republican,House,TN,Etf,PACER US SM CP CS CW 100 ETF,CALF,us,Buy,2024-04-25,173.0,46.44,8000
280,Charles Fleischmann,F000459,Republican,House,TN,Etf,SPDR Portfolio Developed World ex-US ETF,SPDW,us,Buy,2024-04-25,231.0,34.71,8000
281,Charles Fleischmann,F000459,Republican,House,TN,Etf,SPDR S&P 400 Mid Cap Growth ETF,MDYG,us,Sell,2024-04-25,97.0,82.91,8000
282,Charles Fleischmann,F000459,Republican,House,TN,Etf,SPDR S&P 400 Mid Cap Value ETF,MDYV,us,Sell,2024-04-25,112.0,72.04,8000
283,Charles Fleischmann,F000459,Republican,House,TN,Etf,SPDR GOLD MINISHARES TR,GLDM,us,Sell,2024-04-25,174.0,46.25,8000
284,Deborah Dingell,D000624,Democrat,House,MI,Municipal-security,GOVERNMENT NATIONAL MORTGAGE ASSOCIATION,,,Buy,2024-05-01,,,75000
285,Deborah Dingell,D000624,Democrat,House,MI,Municipal-security,GOVERNMENT NATIONAL MORTGAGE ASSOCIATION,,,Buy,2024-05-01,,,32500
286,Shri Thanedar,T000488,Democrat,House,MI,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-02,53.0,154.56,8000
287,Shri Thanedar,T000488,Democrat,House,MI,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-02,53.0,154.56,8000
288,Shri Thanedar,T000488,Democrat,House,MI,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-02,52.0,155.87,8000
289,Shri Thanedar,T000488,Democrat,House,MI,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-02,52.0,155.87,8000
290,Shri Thanedar,T000488,Democrat,House,MI,Stock,Amazon.com Inc,AMZN,us,Sell,2024-04-02,45.0,180.69,8000
291,Shri Thanedar,T000488,Democrat,House,MI,Stock,Amazon.com Inc,AMZN,us,Sell,2024-04-02,45.0,180.69,8000
292,Shri Thanedar,T000488,Democrat,House,MI,Stock,Apple Inc,AAPL,us,Sell,2024-04-02,193.0,168.84,32500
293,Shri Thanedar,T000488,Democrat,House,MI,Stock,Apple Inc,AAPL,us,Sell,2024-04-02,193.0,168.84,32500
294,Shri Thanedar,T000488,Democrat,House,MI,Stock,Berkshire Hathaway Inc,BRK/B,us,Sell,2024-04-02,20.0,418.92,8000
295,Shri Thanedar,T000488,Democrat,House,MI,Stock,Berkshire Hathaway Inc,BRK/B,us,Sell,2024-04-02,20.0,418.92,8000
296,Shri Thanedar,T000488,Democrat,House,MI,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-02,20.0,421.44,8000
297,Shri Thanedar,T000488,Democrat,House,MI,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-02,20.0,421.44,8000
298,David Trone,T000483,Democrat,House,MD,Stock,PepsiCo Inc,PEP,us,Sell,2023-11-01,456.0,164.87,75000
299,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-11-02,,,3000000
300,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-02,,,3000000
301,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-09-13,,,3000000
302,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-09-27,,,750000
303,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-09-27,,,3000000
304,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-02,,,3000000
305,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-25,,,3000000
306,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-10-25,,,3000000
307,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-11-16,,,750000
308,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-09-06,,,750000
309,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-04-18,,,3000000
310,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-07-20,,,3000000
311,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-08-24,,,3000000
312,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-06-01,,,3000000
313,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-06-12,,,750000
314,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-06-01,,,3000000
315,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-09-26,,,3000000
316,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-10-02,,,750000
317,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-10-12,,,750000
318,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-06-15,,,3000000
319,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-07-05,,,3000000
320,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-09-27,,,375000
321,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-10-17,,,3000000
322,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-10-31,,,3000000
323,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-07-07,,,3000000
324,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Sell,2023-10-17,,,175000
325,David Trone,T000483,Democrat,House,MD,Municipal-security,US TREASURY BILLS,,,Buy,2023-09-27,,,375000
326,Rebecca Sherrill,S001207,Democrat,House,NJ,Stock,UBS Group AG,UBS,ch,Sell,2024-05-14,2487.0,30.16,75000
327,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Adobe Inc,ADBE,us,Sell,2024-04-29,18.0,473.07,8000
328,Joshua Gottheimer,G000583,Democrat,House,NJ,Reit,Agree Realty Corp,ADC,us,Buy,2024-04-15,144.0,55.69,8000
329,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Alphabet Inc,GOOGL,us,Buy,2024-04-29,48.0,167.9,8000
330,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Alphabet Inc,GOOGL,us,Buy,2024-04-26,47.0,173.69,8000
331,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,BioNTech SE,BNTX,de,Buy,2024-04-15,92.0,87.89,8000
332,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Chugai Pharmaceutical Co Ltd,CHGCY,jp,Sell,2024-04-04,436.0,18.366,8000
333,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Cognizant Technology Solutions Corp,CTSH,us,Sell,2024-04-29,121.0,66.53,8000
334,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Endava PLC,DAVA,gb,Buy,2024-04-15,262.0,30.6,8000
335,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Fair Isaac Corporation,FICO,us,Buy,2024-04-29,8.0,1143.06,8000
336,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Fastenal Co,FAST,us,Sell,2024-04-05,105.0,76.63,8000
337,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Fox Factory Holding Corp,FOXF,us,Buy,2024-04-15,190.0,42.18,8000
338,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Freeport-McMoRan Inc,FCX,us,Buy,2024-04-29,154.0,52.41,8000
339,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,HILLMAN SOLUTIONS CORP,,us,Buy,2024-04-25,827.0,9.68,8000
340,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,INTAPP INC,,us,Buy,2024-04-15,258.0,31.08,8000
341,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Integra LifeSciences Holdings Corp,IART,us,Sell,2024-04-05,236.0,34.0,8000
342,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,"Nestle SA, Cham Und Vevey",NSRGY,ch,Buy,2024-04-10,79.0,102.489,8000
343,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,OceanFirst Financial Corp,OCFC,us,Buy,2024-04-15,546.0,14.69,8000
344,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,PARAGON 28 INC,,us,Buy,2024-04-05,771.0,10.39,8000
345,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,SHOALS TECHNOLOGIES GRP INC,SHLS,us,Buy,2024-04-15,918.0,8.72,8000
346,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Shopify Inc,SHOP,ca,Sell,2024-04-29,111.0,72.48,8000
347,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Tencent Holdings LTD,TCEHY,cn,Buy,2024-04-30,181.0,44.392,8000
348,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Terex Corp,TEX,us,Sell,2024-04-25,134.0,59.9,8000
349,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Tesla Inc,TSLA,us,Buy,2024-04-24,50.0,162.13,8000
350,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Tesla Inc,TSLA,us,Buy,2024-04-29,42.0,194.05,8000
351,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Uber Technologies Inc,UBER,us,Sell,2024-04-24,116.0,69.36,8000
352,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Vertiv Holdings Co,VRT,us,Buy,2024-04-29,85.0,94.8,8000
353,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,Workday Inc,WDAY,us,Sell,2024-04-29,33.0,248.77,8000
354,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,ZTO EXPRESS CAYMAN INC,,cn,Buy,2024-04-17,415.0,19.31,8000
355,Joshua Gottheimer,G000583,Democrat,House,NJ,Stock,ZTO EXPRESS CAYMAN INC,,cn,Buy,2024-04-16,414.0,19.36,8000
356,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2024-03-20,312.0,104.44,32500
357,Douglas Lamborn,L000564,Republican,House,CO,Stock-options,NetApp Inc,NTAP,us,Sell,2024-05-06,,,500
358,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2024-03-20,312.0,104.44,32500
359,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2024-03-20,312.0,104.44,32500
360,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Walgreens Boots Alliance Inc,WBA,us,Sell,2024-04-30,4231.0,17.73,75000
361,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,PayPal Holdings Inc,PYPL,us,Buy,2024-04-30,,,8000
362,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,STAR BULK CARRIERS CORP,SBLK,gr,Sell,2024-04-30,3084.0,24.32,75000
363,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Southern States Bancshares Inc,SSBK,us,Sell,2024-04-30,3104.0,24.17,75000
364,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Occidental Petroleum Corp,OXY,us,Sell,2024-04-30,492.0,66.14,32500
365,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,NVIDIA Corporation,NVDA,us,Sell,2024-04-30,38.0,864.02,32500
366,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,KeyCorp,KEY,us,Sell,2024-04-30,5177.0,14.49,75000
367,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,GOLDEN OCEAN GROUP,GOGL,bm,Sell,2024-04-30,5324.0,14.09,75000
368,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Exxon Mobil Corp,XOM,us,Sell,2024-04-30,635.0,118.27,75000
369,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Chevron Corp,CVX,us,Sell,2024-04-30,1086.0,161.27,175000
370,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,HUMACYTE INC,HUMA,us,Sell,2024-04-30,19134.0,3.92,75000
371,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Lattice Semiconductor Corporation,LSCC,us,Buy,2024-04-29,,,8000
372,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Lattice Semiconductor Corporation,LSCC,us,Buy,2024-04-29,,,8000
373,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Chevron Corp,CVX,us,Buy,2024-04-29,,,8000
374,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Carnival Corporation & PLC,CCL,us,Buy,2024-04-29,,,8000
375,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,QUALCOMM Inc,QCOM,us,Buy,2024-04-29,,,32500
376,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,QUALCOMM Inc,QCOM,us,Buy,2024-04-29,,,8000
377,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Lattice Semiconductor Corporation,LSCC,us,Buy,2024-04-29,,,8000
378,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Lattice Semiconductor Corporation,LSCC,us,Buy,2024-04-29,,,8000
379,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,The Clorox Co,CLX,us,Buy,2024-04-29,,,8000
